"Label (Grouping)","Population for whom poverty status is determined","Population for whom poverty status is determined!!AGE","Population for whom poverty status is determined!!AGE!!Under 18 years","Population for whom poverty status is determined!!AGE!!Under 18 years!!Under 5 years","Population for whom poverty status is determined!!AGE!!Under 18 years!!5 to 17 years","Population for whom poverty status is determined!!AGE!!Under 18 years!!Related children of householder under 18 years","Population for whom poverty status is determined!!AGE!!18 to 64 years","Population for whom poverty status is determined!!AGE!!18 to 64 years!!18 to 34 years","Population for whom poverty status is determined!!AGE!!18 to 64 years!!35 to 64 years","Population for whom poverty status is determined!!AGE!!60 years and over","Population for whom poverty status is determined!!AGE!!65 years and over","Population for whom poverty status is determined!!SEX","Population for whom poverty status is determined!!SEX!!Male","Population for whom poverty status is determined!!SEX!!Female","Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN","Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone","Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Black or African American alone","Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!American Indian and Alaska Native alone","Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Asian alone","Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Native Hawaiian and Other Pacific Islander alone","Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone","Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races","Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)","Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino","Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT","Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over","Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate","Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)","Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, associate's degree","Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Population for whom poverty status is determined!!EMPLOYMENT STATUS","Population for whom poverty status is determined!!EMPLOYMENT STATUS!!Civilian labor force 16 years and over","Population for whom poverty status is determined!!EMPLOYMENT STATUS!!Civilian labor force 16 years and over!!Employed","Population for whom poverty status is determined!!EMPLOYMENT STATUS!!Civilian labor force 16 years and over!!Employed!!Male","Population for whom poverty status is determined!!EMPLOYMENT STATUS!!Civilian labor force 16 years and over!!Employed!!Female","Population for whom poverty status is determined!!EMPLOYMENT STATUS!!Civilian labor force 16 years and over!!Unemployed","Population for whom poverty status is determined!!EMPLOYMENT STATUS!!Civilian labor force 16 years and over!!Unemployed!!Male","Population for whom poverty status is determined!!EMPLOYMENT STATUS!!Civilian labor force 16 years and over!!Unemployed!!Female","Population for whom poverty status is determined!!WORK EXPERIENCE","Population for whom poverty status is determined!!WORK EXPERIENCE!!Population 16 years and over","Population for whom poverty status is determined!!WORK EXPERIENCE!!Population 16 years and over!!Worked full-time, year-round in the past 12 months","Population for whom poverty status is determined!!WORK EXPERIENCE!!Population 16 years and over!!Worked part-time or part-year in the past 12 months","Population for whom poverty status is determined!!WORK EXPERIENCE!!Population 16 years and over!!Did not work","Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS","Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!50 percent of poverty level","Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!125 percent of poverty level","Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!150 percent of poverty level","Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!185 percent of poverty level","Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!200 percent of poverty level","Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!300 percent of poverty level","Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!400 percent of poverty level","Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!500 percent of poverty level","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!Male","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!Female","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!15 years","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!16 to 17 years","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!18 to 24 years","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!25 to 34 years","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!35 to 44 years","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!45 to 54 years","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!55 to 64 years","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!65 to 74 years","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!75 years and over","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!Mean income deficit for unrelated individuals (dollars)","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!Worked full-time, year-round in the past 12 months","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!Worked less than full-time, year-round in the past 12 months","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!Did not work"
"        Margin of Error","±2,952","","±1,543","±566","±1,414","±1,544","±1,851","±1,045","±1,494","±540","±571","","±1,592","±1,869","","±1,849","±1,040","±299","±251","±13","±2,006","±1,485","±2,725","±1,076","","±1,992","±966","±905","±976","±994","","±2,058","±1,949","±1,335","±1,119","±362","±263","±296","","±2,076","±1,875","±757","±702","","±734","±1,423","±1,683","±1,905","±1,939","±2,107","±2,042","±2,825","±927","±745","±460","±30","±17","±297","±558","±385","±294","±207","±134","±103","±853","±646","±432","±291"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,809","","3,251","1,004","2,247","3,241","3,286","1,745","1,541","412","272","","2,998","3,811","","4,044","1,291","17","33","0","960","464","4,612","842","","2,806","949","1,001","691","165","","2,070","1,509","540","969","561","176","385","","3,988","574","1,321","2,093","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","1,285","622","663","0","10","291","313","143","285","91","48","104","(X)","129","557","599"
"        Margin of Error","±1,227","","±766","±314","±632","±765","±556","±385","±329","±172","±134","","±704","±698","","±930","±509","±31","±36","±30","±480","±326","±962","±297","","±508","±276","±283","±228","±93","","±338","±277","±188","±193","±195","±92","±161","","±645","±191","±292","±509","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","±293","±195","±228","±30","±17","±126","±141","±78","±154","±55","±40","±88","(X)","±71","±207","±207"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","14.1%","","24.7%","29.4%","23.1%","24.7%","10.2%","12.2%","8.6%","8.7%","8.8%","","12.6%","15.5%","","13.8%","26.9%","4.9%","4.9%","0.0%","10.0%","12.3%","13.5%","9.8%","","9.1%","11.5%","12.3%","9.2%","2.4%","","7.2%","5.6%","3.7%","7.8%","36.1%","23.2%","48.4%","","10.9%","2.8%","16.7%","26.2%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","16.0%","13.2%","19.9%","-","100.0%","27.6%","10.5%","9.6%","23.5%","11.7%","16.4%","50.0%","(X)","2.5%","28.7%","58.8%"
"        Margin of Error","±2.6","","±5.7","±8.3","±6.0","±5.7","±1.8","±2.6","±1.9","±3.6","±4.4","","±3.1","±2.8","","±3.3","±10.0","±7.0","±5.4","±100.0","±4.9","±9.2","±3.0","±3.6","","±1.7","±3.3","±3.7","±3.0","±1.3","","±1.3","±1.1","±1.3","±1.6","±11.8","±12.5","±18.9","","±1.9","±0.9","±3.6","±5.3","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","±3.2","±4.0","±5.8","**","±100.0","±8.7","±4.5","±5.3","±11.7","±6.5","±10.6","±27.7","(X)","±1.4","±8.8","±14.3"
"ZCTA5 78745","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","63,161","","9,942","3,895","6,047","9,875","45,152","19,103","26,049","11,649","8,067","","31,914","31,247","","52,614","2,403","462","1,540","0","2,798","3,344","24,600","33,126","","48,857","4,537","8,542","13,351","22,427","","40,346","39,181","21,221","17,960","1,165","641","524","","53,734","30,536","10,860","12,338","","3,126","9,070","11,931","14,981","16,308","26,113","35,232","44,690","22,057","11,983","10,074","10","37","2,083","8,403","3,411","2,378","3,135","1,896","704","7,266","13,888","4,916","3,253"
"        Margin of Error","±3,098","","±1,228","±991","±612","±1,221","±2,233","±1,376","±1,642","±997","±855","","±1,777","±1,903","","±2,715","±674","±179","±449","±33","±1,040","±747","±2,081","±2,311","","±2,233","±872","±954","±1,119","±1,433","","±2,019","±1,937","±1,219","±1,266","±280","±245","±157","","±2,494","±1,578","±1,145","±1,023","","±459","±1,008","±1,288","±1,336","±1,340","±1,812","±2,129","±2,845","±1,449","±1,064","±947","±16","±45","±432","±1,091","±438","±408","±551","±399","±204","±613","±1,025","±773","±466"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,106","","1,565","540","1,025","1,498","4,671","2,276","2,395","1,273","870","","3,103","4,003","","5,871","590","11","48","0","283","303","3,591","2,797","","4,698","882","1,073","1,205","1,538","","2,775","2,412","1,217","1,195","363","220","143","","5,623","789","2,008","2,826","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","3,511","1,446","2,065","10","37","655","918","479","494","481","279","158","(X)","384","1,563","1,564"
"        Margin of Error","±995","","±491","±231","±321","±492","±610","±453","±415","±299","±257","","±588","±628","","±906","±380","±19","±41","±33","±136","±157","±729","±460","","±583","±274","±296","±289","±311","","±398","±401","±352","±264","±151","±135","±74","","±691","±229","±353","±430","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","±458","±339","±381","±16","±45","±241","±287","±143","±184","±180","±109","±93","(X)","±160","±317","±286"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","11.3%","","15.7%","13.9%","17.0%","15.2%","10.3%","11.9%","9.2%","10.9%","10.8%","","9.7%","12.8%","","11.2%","24.6%","2.4%","3.1%","-","10.1%","9.1%","14.6%","8.4%","","9.6%","19.4%","12.6%","9.0%","6.9%","","6.9%","6.2%","5.7%","6.7%","31.2%","34.3%","27.3%","","10.5%","2.6%","18.5%","22.9%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","15.9%","12.1%","20.5%","100.0%","100.0%","31.4%","10.9%","14.0%","20.8%","15.3%","14.7%","22.4%","(X)","2.8%","31.8%","48.1%"
"        Margin of Error","±1.5","","±4.9","±6.5","±5.0","±4.9","±1.3","±2.3","±1.6","±2.6","±3.2","","±1.8","±1.9","","±1.6","±13.9","±4.4","±2.6","**","±6.0","±4.6","±3.0","±1.3","","±1.3","±6.6","±3.6","±2.0","±1.4","","±1.0","±1.0","±1.6","±1.4","±11.7","±18.1","±13.4","","±1.3","±0.7","±2.9","±3.7","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","±2.0","±2.7","±3.4","±100.0","±57.4","±8.1","±3.1","±3.7","±6.5","±5.4","±5.7","±10.4","(X)","±1.1","±6.3","±6.7"
"ZCTA5 78746","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","27,530","","6,858","1,113","5,745","6,809","16,536","4,354","12,182","5,942","4,136","","13,301","14,229","","24,113","302","9","2,079","0","475","552","4,079","20,669","","19,098","226","834","2,228","15,810","","14,130","13,676","7,535","6,141","454","265","189","","21,769","10,174","4,680","6,915","","777","1,784","2,013","2,325","2,557","4,174","6,136","7,447","4,454","2,049","2,405","13","36","439","1,557","490","430","745","420","324","8,260","2,604","1,037","813"
"        Margin of Error","±1,019","","±501","±188","±502","±496","±755","±511","±585","±390","±299","","±638","±607","","±1,108","±138","±10","±526","±26","±282","±150","±740","±1,095","","±707","±115","±251","±330","±576","","±771","±710","±421","±434","±180","±156","±92","","±877","±613","±366","±675","","±279","±503","±509","±523","±539","±769","±833","±819","±519","±320","±305","±21","±36","±134","±357","±163","±148","±188","±118","±97","±1,250","±426","±218","±180"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,504","","437","13","424","388","953","438","515","184","114","","710","794","","1,307","53","0","70","0","63","11","733","648","","728","14","37","105","572","","493","447","178","269","46","17","29","","1,207","184","334","689","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","530","216","314","13","36","195","73","36","68","74","10","25","(X)","36","255","239"
"        Margin of Error","±486","","±213","±22","±206","±200","±311","±155","±212","±92","±72","","±283","±252","","±462","±47","±26","±75","±26","±65","±19","±399","±229","","±233","±20","±40","±81","±221","","±179","±172","±109","±97","±49","±27","±41","","±388","±109","±115","±277","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","±146","±101","±127","±21","±36","±77","±48","±40","±56","±61","±15","±27","(X)","±28","±101","±106"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5.5%","","6.4%","1.2%","7.4%","5.7%","5.8%","10.1%","4.2%","3.1%","2.8%","","5.3%","5.6%","","5.4%","17.5%","0.0%","3.4%","-","13.3%","2.0%","18.0%","3.1%","","3.8%","6.2%","4.4%","4.7%","3.6%","","3.5%","3.3%","2.4%","4.4%","10.1%","6.4%","15.3%","","5.5%","1.8%","7.1%","10.0%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","11.9%","10.5%","13.1%","100.0%","100.0%","44.4%","4.7%","7.3%","15.8%","9.9%","2.4%","7.7%","(X)","1.4%","24.6%","29.4%"
"        Margin of Error","±1.7","","±3.0","±2.0","±3.4","±2.8","±1.8","±3.4","±1.7","±1.6","±1.8","","±2.0","±1.7","","±1.8","±14.8","±100.0","±3.7","**","±15.1","±3.4","±9.0","±1.1","","±1.2","±7.6","±4.7","±3.6","±1.4","","±1.2","±1.2","±1.4","±1.5","±9.7","±9.4","±19.8","","±1.7","±1.1","±2.2","±3.6","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","±3.0","±4.7","±4.7","±96.8","±58.2","±12.4","±3.2","±8.3","±11.7","±8.1","±3.7","±8.1","(X)","±1.1","±9.1","±10.7"
"ZCTA5 78747","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","20,003","","4,671","1,167","3,504","4,634","13,061","5,047","8,014","3,376","2,271","","10,170","9,833","","13,668","811","211","711","24","3,789","789","11,183","6,591","","13,856","1,686","3,118","4,132","4,920","","11,632","11,031","6,445","4,586","601","374","227","","16,031","8,228","3,641","4,162","","192","1,811","2,766","3,970","4,763","7,645","12,174","14,189","3,215","1,743","1,472","27","10","222","949","757","384","283","347","236","8,742","2,061","634","520"
"        Margin of Error","±1,158","","±566","±337","±561","±564","±1,062","±693","±900","±395","±336","","±790","±742","","±1,391","±286","±177","±329","±39","±1,015","±432","±1,029","±961","","±1,030","±348","±545","±563","±714","","±943","±888","±678","±479","±256","±198","±134","","±1,075","±636","±688","±656","","±131","±648","±830","±965","±1,009","±1,475","±1,438","±1,202","±573","±481","±289","±44","±16","±192","±310","±236","±239","±146","±164","±87","±3,627","±468","±234","±200"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,103","","439","20","419","402","508","167","341","176","156","","508","595","","911","8","28","0","0","125","31","846","249","","584","243","60","139","142","","428","354","155","199","74","66","8","","742","205","154","383","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","231","84","147","27","10","29","69","15","17","17","23","24","(X)","28","72","131"
"        Margin of Error","±502","","±265","±34","±257","±264","±276","±112","±218","±99","±91","","±305","±248","","±473","±13","±50","±26","±26","±159","±52","±456","±158","","±262","±188","±56","±87","±105","","±289","±224","±135","±113","±84","±81","±14","","±356","±132","±118","±177","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","±141","±90","±110","±44","±16","±33","±76","±26","±35","±20","±39","±28","(X)","±44","±77","±108"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5.5%","","9.4%","1.7%","12.0%","8.7%","3.9%","3.3%","4.3%","5.2%","6.9%","","5.0%","6.1%","","6.7%","1.0%","13.3%","0.0%","0.0%","3.3%","3.9%","7.6%","3.8%","","4.2%","14.4%","1.9%","3.4%","2.9%","","3.7%","3.2%","2.4%","4.3%","12.3%","17.6%","3.5%","","4.6%","2.5%","4.2%","9.2%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","7.2%","4.8%","10.0%","100.0%","100.0%","13.1%","7.3%","2.0%","4.4%","6.0%","6.6%","10.2%","(X)","1.4%","11.4%","25.2%"
"        Margin of Error","±2.5","","±5.9","±2.9","±7.5","±5.9","±2.0","±2.2","±2.5","±2.9","±4.0","","±2.9","±2.5","","±3.3","±1.7","±21.9","±6.1","±71.2","±4.2","±6.2","±4.1","±2.5","","±1.8","±9.9","±1.8","±2.1","±2.1","","±2.4","±2.0","±2.1","±2.4","±13.9","±19.7","±7.7","","±2.2","±1.6","±3.2","±4.1","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","±4.0","±5.0","±7.1","±67.2","±100.0","±19.0","±8.0","±3.4","±8.5","±7.6","±12.3","±12.3","(X)","±2.1","±10.3","±17.1"
"ZCTA5 78748","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","51,857","","11,106","4,228","6,878","11,106","36,085","14,562","21,523","7,220","4,666","","25,811","26,046","","41,972","2,713","256","2,540","0","989","3,387","19,255","25,918","","37,600","2,041","5,513","11,215","18,831","","32,380","31,129","15,932","15,197","1,251","896","355","","41,880","24,528","8,475","8,877","","2,891","5,944","7,161","9,562","10,229","16,763","25,948","31,147","14,136","6,812","7,324","0","0","888","5,958","2,139","1,907","1,677","1,081","486","7,823","8,584","3,543","2,009"
"        Margin of Error","±2,945","","±1,446","±895","±967","±1,446","±2,324","±1,837","±1,529","±709","±574","","±2,086","±1,746","","±3,137","±704","±146","±704","±33","±339","±1,145","±2,241","±2,293","","±2,390","±408","±648","±1,638","±1,652","","±2,106","±1,908","±1,486","±1,114","±461","±429","±170","","±2,337","±1,545","±1,245","±941","","±864","±1,167","±1,279","±1,568","±1,617","±2,087","±2,349","±2,328","±1,955","±1,538","±1,015","±33","±33","±357","±1,777","±482","±494","±418","±263","±193","±791","±1,255","±1,322","±404"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,722","","1,278","665","613","1,278","2,691","1,609","1,082","880","753","","2,078","2,644","","3,900","434","0","56","0","214","118","2,796","1,363","","2,880","428","693","634","1,125","","1,383","1,115","424","691","268","138","130","","3,519","233","989","2,297","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","1,985","839","1,146","0","0","367","531","270","238","241","243","95","(X)","134","691","1,160"
"        Margin of Error","±1,088","","±638","±386","±326","±638","±666","±595","±308","±391","±357","","±533","±698","","±1,046","±291","±33","±47","±33","±186","±88","±1,013","±427","","±676","±180","±274","±216","±428","","±316","±286","±167","±193","±147","±119","±101","","±752","±117","±259","±688","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","±411","±240","±293","±33","±33","±200","±202","±164","±140","±141","±149","±79","(X)","±86","±238","±336"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","9.1%","","11.5%","15.7%","8.9%","11.5%","7.5%","11.0%","5.0%","12.2%","16.1%","","8.1%","10.2%","","9.3%","16.0%","0.0%","2.2%","-","21.6%","3.5%","14.5%","5.3%","","7.7%","21.0%","12.6%","5.7%","6.0%","","4.3%","3.6%","2.7%","4.5%","21.4%","15.4%","36.6%","","8.4%","0.9%","11.7%","25.9%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","14.0%","12.3%","15.6%","-","-","41.3%","8.9%","12.6%","12.5%","14.4%","22.5%","19.5%","(X)","1.6%","19.5%","57.7%"
"        Margin of Error","±2.0","","±5.6","±8.4","±4.6","±5.6","±1.9","±4.2","±1.4","±4.9","±6.7","","±2.0","±2.6","","±2.4","±10.3","±16.1","±2.1","**","±15.9","±2.6","±4.8","±1.6","","±1.7","±9.1","±4.6","±2.0","±2.2","","±1.0","±0.9","±1.0","±1.3","±12.5","±14.4","±23.7","","±1.8","±0.5","±3.5","±6.3","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","±3.1","±4.4","±3.7","**","**","±13.0","±4.1","±7.6","±7.3","±7.1","±10.6","±15.7","(X)","±1.0","±10.1","±9.2"
"ZCTA5 78749","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","38,272","","7,811","1,887","5,924","7,811","25,711","7,866","17,845","7,603","4,750","","18,307","19,965","","28,755","1,271","34","4,253","0","928","3,031","8,084","22,201","","28,447","916","2,555","6,219","18,757","","22,842","21,701","11,050","10,651","1,141","336","805","","31,237","16,850","6,980","7,407","","886","2,539","3,486","4,433","5,031","7,794","12,589","17,837","8,229","3,829","4,400","0","0","498","2,325","1,124","1,644","1,334","805","499","7,652","4,865","1,903","1,461"
"        Margin of Error","±2,231","","±789","±508","±702","±789","±1,747","±911","±1,400","±902","±699","","±1,262","±1,290","","±1,821","±460","±41","±775","±30","±534","±1,106","±1,367","±1,572","","±2,012","±403","±523","±1,184","±1,475","","±1,614","±1,516","±1,033","±801","±481","±120","±465","","±1,998","±1,381","±1,064","±855","","±365","±812","±946","±1,008","±1,058","±1,227","±1,542","±1,923","±984","±616","±681","±30","±30","±228","±496","±332","±740","±408","±242","±183","±1,306","±657","±807","±305"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,586","","244","35","209","244","999","486","513","456","343","","753","833","","955","59","0","114","0","175","283","444","802","","1,217","95","205","332","585","","544","416","176","240","128","71","57","","1,462","101","578","783","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","1,045","408","637","0","0","125","326","116","67","102","140","169","(X)","52","370","623"
"        Margin of Error","±487","","±206","±43","±194","±206","±311","±198","±217","±200","±179","","±334","±243","","±337","±53","±30","±102","±30","±279","±213","±327","±285","","±343","±76","±121","±198","±244","","±246","±182","±123","±117","±109","±76","±63","","±437","±84","±244","±259","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","±272","±176","±200","±30","±30","±95","±156","±78","±56","±66","±131","±135","(X)","±50","±153","±212"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4.1%","","3.1%","1.9%","3.5%","3.1%","3.9%","6.2%","2.9%","6.0%","7.2%","","4.1%","4.2%","","3.3%","4.6%","0.0%","2.7%","-","18.9%","9.3%","5.5%","3.6%","","4.3%","10.4%","8.0%","5.3%","3.1%","","2.4%","1.9%","1.6%","2.3%","11.2%","21.1%","7.1%","","4.7%","0.6%","8.3%","10.6%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","12.7%","10.7%","14.5%","-","-","25.1%","14.0%","10.3%","4.1%","7.6%","17.4%","33.9%","(X)","1.1%","19.4%","42.6%"
"        Margin of Error","±1.3","","±2.6","±2.3","±3.2","±2.6","±1.2","±2.3","±1.2","±2.6","±3.6","","±1.8","±1.2","","±1.2","±4.9","±59.8","±2.4","**","±26.2","±6.4","±3.9","±1.3","","±1.2","±9.5","±4.9","±3.3","±1.3","","±1.0","±0.8","±1.1","±1.1","±9.0","±18.5","±7.5","","±1.4","±0.5","±3.4","±3.4","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","±3.5","±4.6","±4.6","**","**","±14.1","±6.2","±7.0","±4.0","±5.3","±14.1","±20.3","(X)","±1.1","±10.7","±10.0"
"ZCTA5 78750","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","33,708","","8,000","1,897","6,103","8,000","21,178","7,125","14,053","6,122","4,530","","16,758","16,950","","22,684","2,374","135","5,111","5","819","2,580","4,784","19,689","","24,064","1,267","2,406","5,967","14,424","","19,557","18,442","9,698","8,744","1,115","630","485","","26,518","13,495","6,477","6,546","","877","2,019","2,908","3,589","4,208","8,468","12,330","15,295","6,239","2,921","3,318","0","0","599","1,999","1,012","798","799","685","347","7,950","3,812","1,289","1,138"
