"Label (Grouping)","Population 16 years and over","Population 16 years and over!!AGE","Population 16 years and over!!AGE!!16 to 19 years","Population 16 years and over!!AGE!!20 to 24 years","Population 16 years and over!!AGE!!25 to 29 years","Population 16 years and over!!AGE!!30 to 34 years","Population 16 years and over!!AGE!!35 to 44 years","Population 16 years and over!!AGE!!45 to 54 years","Population 16 years and over!!AGE!!55 to 59 years","Population 16 years and over!!AGE!!60 to 64 years","Population 16 years and over!!AGE!!65 to 74 years","Population 16 years and over!!AGE!!75 years and over","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Black or African American alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!American Indian and Alaska Native alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Asian alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Native Hawaiian and Other Pacific Islander alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino","Population 20 to 64 years","Population 20 to 64 years!!SEX","Population 20 to 64 years!!SEX!!Male","Population 20 to 64 years!!SEX!!Female","Population 20 to 64 years!!SEX!!Female!!With own children under 18 years","Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years only","Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years and 6 to 17  years","Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children 6 to 17 years only","Population 20 to 64 years!!POVERTY STATUS IN THE PAST 12 MONTHS","Population 20 to 64 years!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level","Population 20 to 64 years!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above the poverty level","Population 20 to 64 years!!DISABILITY STATUS","Population 20 to 64 years!!DISABILITY STATUS!!With any disability","EDUCATIONAL ATTAINMENT","EDUCATIONAL ATTAINMENT!!Population 25 to 64 years","EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate","EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!High school graduate (includes equivalency)","EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Some college or associate's degree","EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Bachelor's degree or higher"
"        Margin of Error","±2,076","","±573","±451","±728","±647","±1,219","±849","±399","±258","±316","±450","","±1,399","±695","±223","±246","±13","±1,439","±1,066","±1,931","±974","±1,804","","±1,311","±936","±707","±459","±297","±609","","±523","±1,893","","±511","","±1,853","±939","±863","±929","±997"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","78.1%","","55.5%","84.3%","84.6%","86.8%","88.1%","83.4%","82.6%","64.0%","34.6%","35.4%","","77.1%","66.0%","100.0%","83.8%","100.0%","83.0%","87.2%","78.3%","82.1%","84.4%","","91.1%","77.5%","78.0%","75.4%","73.4%","81.4%","","58.2%","87.3%","","58.0%","","84.4%","81.4%","78.8%","84.5%","93.6%"
"        Margin of Error","±1.9","","±8.2","±4.5","±4.7","±4.5","±3.2","±4.0","±6.7","±12.0","±10.6","±22.5","","±2.7","±7.0","±15.0","±10.9","±100.0","±4.2","±7.9","±2.5","±3.9","±1.8","","±2.2","±2.9","±5.3","±10.2","±9.8","±7.0","","±7.3","±1.7","","±8.9","","±1.9","±3.9","±5.3","±3.5","±2.8"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","73.9%","","43.0%","78.1%","80.9%","84.3%","83.9%","78.6%","81.5%","60.7%","34.6%","35.4%","","75.0%","62.0%","92.8%","78.9%","100.0%","75.7%","71.9%","73.6%","80.2%","80.4%","","87.3%","73.4%","71.8%","68.7%","64.2%","76.7%","","44.1%","84.5%","","55.1%","","80.7%","76.9%","74.4%","81.5%","91.1%"
"        Margin of Error","±2.0","","±9.0","±5.0","±5.2","±5.4","±3.7","±4.3","±6.9","±12.1","±10.6","±22.5","","±2.8","±8.0","±9.1","±11.0","±100.0","±4.2","±12.6","±2.5","±4.3","±1.9","","±2.4","±3.2","±5.7","±11.4","±10.9","±7.6","","±6.8","±1.7","","±8.6","","±2.0","±3.9","±5.6","±4.5","±3.1"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5.4%","","22.6%","7.4%","4.4%","2.8%","4.9%","5.7%","1.3%","5.3%","0.0%","0.0%","","2.8%","6.0%","7.2%","5.9%","0.0%","8.8%","17.6%","6.0%","2.2%","4.7%","","4.1%","5.3%","7.9%","8.9%","12.4%","5.7%","","24.2%","3.2%","","5.0%","","4.4%","5.6%","5.7%","3.6%","2.6%"
"        Margin of Error","±1.2","","±10.3","±3.7","±3.0","±2.8","±2.4","±3.6","±2.1","±5.4","±7.4","±8.6","","±1.1","±4.0","±9.1","±8.6","±100.0","±2.9","±9.6","±1.4","±1.7","±1.2","","±1.6","±2.1","±3.9","±7.1","±8.8","±5.0","","±7.4","±1.2","","±4.6","","±1.3","±2.9","±3.3","±2.3","±2.0"
"ZCTA5 78745","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","53,756","","1,163","3,719","8,128","6,630","11,026","6,991","4,450","3,582","5,547","2,520","","44,809","1,929","420","1,421","0","2,551","2,626","20,025","29,305","44,526","","23,231","21,295","5,270","1,876","1,172","2,222","","4,604","39,905","","2,793","","40,807","3,364","6,630","11,116","19,697"
"        Margin of Error","±2,494","","±298","±613","±1,049","±712","±1,068","±795","±694","±479","±811","±379","","±2,077","±505","±160","±410","±33","±949","±631","±1,895","±1,608","±2,190","","±1,523","±1,196","±606","±448","±289","±415","","±599","±2,135","","±467","","±2,034","±659","±908","±1,054","±1,324"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","75.1%","","35.3%","72.1%","93.0%","90.5%","88.5%","87.0%","73.2%","69.4%","36.0%","4.6%","","74.6%","81.0%","92.1%","81.3%","-","71.2%","75.8%","72.3%","76.4%","85.0%","","89.6%","79.9%","73.8%","79.0%","67.2%","72.9%","","58.6%","88.0%","","51.7%","","86.1%","63.7%","83.1%","86.8%","90.6%"
"        Margin of Error","±1.6","","±9.9","±11.5","±2.5","±2.9","±2.5","±3.5","±9.2","±5.6","±6.7","±2.1","","±1.6","±10.0","±6.6","±10.1","**","±14.3","±8.7","±3.2","±2.0","±1.7","","±2.1","±2.8","±5.5","±8.7","±11.3","±9.1","","±4.6","±2.0","","±7.6","","±1.5","±9.8","±4.2","±2.7","±1.9"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","72.9%","","26.1%","69.1%","90.6%","88.0%","86.2%","84.5%","71.4%","67.4%","35.8%","4.6%","","72.7%","74.8%","90.0%","79.9%","-","66.8%","74.7%","69.9%","74.5%","82.6%","","87.0%","77.8%","71.4%","74.7%","66.0%","71.4%","","51.2%","86.2%","","47.7%","","83.8%","63.4%","79.9%","84.9%","88.0%"
"        Margin of Error","±1.6","","±8.9","±10.7","±2.9","±3.7","±2.6","±3.9","±8.9","±5.8","±6.7","±2.1","","±1.5","±10.2","±8.8","±10.2","**","±13.7","±8.8","±3.1","±2.0","±1.7","","±2.1","±2.7","±5.8","±9.9","±11.3","±9.0","","±5.2","±1.9","","±7.4","","±1.5","±9.8","±4.7","±2.8","±2.0"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2.9%","","26.0%","4.2%","2.5%","2.8%","2.6%","2.9%","2.5%","2.9%","0.6%","0.0%","","2.6%","7.6%","2.3%","1.7%","-","6.3%","1.0%","3.2%","2.5%","2.8%","","2.9%","2.6%","3.3%","5.4%","1.9%","2.1%","","12.8%","2.0%","","7.7%","","2.7%","0.5%","3.8%","2.1%","2.9%"
"        Margin of Error","±0.7","","±17.6","±3.5","±1.5","±2.4","±1.1","±2.0","±1.6","±2.7","±0.8","±31.0","","±0.7","±6.1","±3.7","±2.2","**","±5.3","±1.7","±1.4","±0.8","±0.7","","±1.1","±0.8","±2.3","±5.1","±3.0","±2.0","","±5.6","±0.7","","±4.5","","±0.7","±0.8","±2.5","±1.0","±1.2"
"ZCTA5 78746","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","21,867","","1,768","910","1,523","1,258","3,632","4,686","2,077","1,806","2,623","1,584","","19,311","328","9","1,470","0","391","358","3,030","16,788","15,892","","7,616","8,276","3,708","439","505","2,764","","845","15,026","","577","","14,982","175","609","1,768","12,430"
"        Margin of Error","±886","","±352","±197","±328","±270","±327","±417","±358","±296","±241","±226","","±950","±154","±10","±331","±26","±195","±125","±505","±919","±695","","±450","±437","±261","±114","±122","±253","","±277","±640","","±164","","±639","±101","±219","±307","±534"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","64.6%","","24.8%","65.4%","86.2%","97.2%","80.9%","74.9%","78.5%","68.5%","41.8%","9.3%","","63.6%","57.6%","66.7%","75.3%","-","68.3%","80.2%","69.2%","62.9%","78.3%","","87.7%","69.7%","63.9%","74.7%","54.1%","64.0%","","54.1%","79.8%","","73.7%","","79.1%","83.4%","74.4%","71.8%","80.3%"
"        Margin of Error","±2.7","","±8.8","±13.0","±6.0","±2.1","±4.1","±5.1","±6.6","±6.5","±5.2","±3.5","","±2.8","±16.8","±62.2","±7.4","**","±13.8","±12.0","±6.7","±2.9","±2.6","","±2.4","±4.1","±5.5","±12.9","±13.3","±6.1","","±12.9","±2.5","","±10.7","","±2.6","±16.8","±19.0","±6.9","±2.4"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","62.5%","","19.5%","59.5%","81.5%","92.6%","79.6%","73.4%","77.2%","67.6%","41.2%","9.3%","","61.6%","51.8%","66.7%","73.9%","-","68.3%","72.1%","67.0%","61.0%","76.2%","","85.3%","67.7%","63.0%","74.7%","54.1%","62.8%","","48.6%","77.8%","","58.9%","","77.2%","83.4%","71.3%","70.5%","78.3%"
"        Margin of Error","±2.6","","±8.3","±13.1","±7.1","±4.3","±4.3","±5.3","±6.8","±6.6","±5.3","±3.5","","±2.6","±20.3","±62.2","±7.6","**","±13.8","±14.8","±6.6","±2.6","±2.6","","±2.5","±4.2","±5.4","±12.9","±13.3","±6.2","","±12.6","±2.5","","±13.9","","±2.7","±16.8","±19.1","±6.9","±2.6"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3.2%","","21.6%","9.1%","5.5%","4.7%","1.5%","2.0%","1.7%","1.5%","1.4%","0.0%","","3.1%","10.1%","0.0%","1.9%","-","0.0%","10.1%","3.2%","3.0%","2.8%","","2.7%","2.9%","1.4%","0.0%","0.0%","1.8%","","10.1%","2.5%","","20.0%","","2.4%","0.0%","4.2%","1.7%","2.5%"
"        Margin of Error","±1.2","","±22.7","±6.1","±4.4","±4.0","±1.2","±1.8","±1.7","±1.4","±1.5","±25.9","","±1.2","±19.2","±100.0","±2.6","**","±15.5","±14.0","±2.1","±1.4","±0.9","","±1.2","±1.5","±1.1","±12.8","±15.2","±1.5","","±10.4","±0.8","","±12.6","","±0.9","±26.0","±8.2","±2.0","±1.0"
"ZCTA5 78747","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","16,046","","1,034","1,141","1,702","1,869","3,043","2,640","1,226","1,105","1,566","720","","11,141","722","184","629","24","2,952","394","8,563","5,751","12,726","","6,828","5,898","2,251","538","404","1,309","","482","12,244","","838","","11,585","1,310","2,528","3,561","4,186"
"        Margin of Error","±1,072","","±287","±370","±521","±339","±526","±703","±421","±271","±264","±202","","±1,156","±277","±156","±293","±39","±807","±244","±870","±828","±1,047","","±746","±534","±288","±208","±148","±249","","±255","±1,017","","±269","","±1,015","±300","±487","±562","±666"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","73.1%","","43.3%","82.1%","94.3%","81.6%","88.7%","85.3%","73.8%","65.9%","37.0%","5.8%","","71.1%","70.6%","85.9%","58.2%","100.0%","83.4%","71.1%","80.1%","64.8%","83.7%","","91.3%","74.9%","77.7%","78.6%","39.6%","89.1%","","78.0%","83.9%","","51.0%","","83.9%","90.7%","77.8%","83.3%","85.8%"
"        Margin of Error","±3.6","","±17.0","±13.3","±4.6","±5.4","±4.6","±9.2","±13.9","±13.2","±10.0","±5.8","","±4.2","±15.2","±18.3","±14.6","±71.2","±8.1","±15.0","±4.6","±5.9","±3.8","","±4.8","±5.5","±6.5","±13.6","±19.7","±5.8","","±15.5","±3.9","","±15.3","","±3.5","±5.5","±8.6","±8.5","±5.1"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","68.7%","","29.6%","65.1%","89.4%","76.5%","87.2%","80.8%","73.8%","64.6%","37.0%","5.8%","","67.9%","63.9%","85.9%","58.2%","0.0%","76.3%","59.6%","73.9%","62.9%","79.4%","","86.2%","71.4%","71.1%","66.5%","37.1%","83.4%","","73.0%","79.6%","","51.0%","","80.8%","89.3%","72.0%","82.0%","82.4%"
"        Margin of Error","±3.5","","±12.3","±12.7","±6.3","±7.1","±5.2","±8.9","±13.9","±13.4","±10.0","±5.8","","±4.0","±17.2","±18.3","±14.6","±71.2","±7.4","±16.1","±4.2","±5.9","±3.7","","±4.8","±5.4","±7.2","±14.6","±19.7","±7.5","","±16.9","±3.8","","±15.3","","±3.6","±5.5","±8.6","±8.5","±5.7"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5.2%","","31.7%","20.7%","3.7%","2.7%","1.3%","5.3%","0.0%","1.9%","0.0%","0.0%","","4.5%","4.6%","0.0%","0.0%","-","7.4%","16.1%","7.1%","2.7%","4.3%","","5.1%","3.3%","6.7%","15.4%","0.0%","4.4%","","6.4%","4.3%","","0.0%","","2.8%","1.5%","4.7%","1.6%","3.1%"
"        Margin of Error","±2.1","","±20.8","±12.2","±3.8","±3.0","±1.4","±4.5","±4.8","±2.9","±7.5","±53.8","","±1.9","±5.4","±24.4","±11.6","**","±6.5","±19.5","±3.5","±2.0","±1.9","","±2.8","±2.1","±4.8","±16.3","±25.5","±4.1","","±8.8","±1.9","","±10.0","","±1.4","±2.3","±4.1","±1.7","±2.5"
"ZCTA5 78748","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","42,033","","1,795","2,485","5,409","6,012","9,689","6,192","3,100","2,554","3,319","1,478","","34,283","2,279","188","2,139","0","869","2,275","14,397","22,011","35,441","","17,612","17,829","5,166","1,660","990","2,516","","2,591","32,828","","1,829","","32,956","1,655","4,488","9,746","17,067"
"        Margin of Error","±2,323","","±367","±460","±875","±1,685","±1,131","±1,049","±605","±434","±396","±394","","±2,330","±545","±110","±623","±33","±289","±643","±1,663","±1,781","±2,321","","±1,757","±1,278","±551","±475","±253","±385","","±648","±2,345","","±373","","±2,361","±400","±551","±1,582","±1,629"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","77.1%","","35.0%","77.5%","85.5%","90.8%","91.4%","90.2%","75.0%","65.9%","34.6%","11.3%","","77.2%","65.9%","85.6%","68.3%","-","84.1%","91.8%","80.5%","76.0%","86.0%","","90.2%","81.8%","80.2%","73.6%","75.9%","86.2%","","52.7%","88.6%","","59.3%","","86.6%","69.1%","79.3%","90.5%","88.0%"
"        Margin of Error","±1.9","","±12.2","±8.9","±5.8","±5.8","±2.2","±2.9","±7.9","±8.5","±5.8","±8.8","","±2.2","±10.7","±11.7","±9.5","**","±8.9","±5.0","±4.3","±2.8","±2.1","","±2.3","±2.7","±6.0","±14.0","±11.8","±6.7","","±13.7","±1.9","","±9.2","","±2.2","±8.8","±4.8","±2.9","±3.3"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","74.1%","","34.0%","69.3%","83.2%","84.8%","90.7%","84.6%","74.0%","65.9%","33.3%","6.4%","","75.5%","55.3%","77.1%","65.5%","-","81.5%","76.2%","79.0%","73.7%","82.7%","","85.2%","80.3%","79.1%","73.6%","73.1%","85.1%","","42.4%","86.0%","","53.7%","","83.7%","61.8%","75.0%","88.0%","85.8%"
"        Margin of Error","±1.9","","±12.1","±8.7","±6.3","±7.2","±2.2","±3.8","±8.0","±8.5","±5.7","±4.9","","±2.2","±10.4","±21.7","±10.0","**","±9.5","±14.1","±4.6","±2.9","±2.1","","±2.7","±2.7","±5.9","±14.0","±12.5","±6.4","","±11.1","±1.9","","±8.4","","±2.2","±11.4","±5.9","±3.1","±3.6"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3.9%","","2.7%","10.6%","2.8%","6.6%","0.8%","5.8%","1.4%","0.0%","3.7%","43.7%","","2.1%","16.0%","9.9%","4.0%","-","3.1%","17.0%","1.8%","2.9%","3.7%","","5.4%","1.8%","1.4%","0.0%","3.6%","1.4%","","19.6%","2.9%","","9.3%","","3.2%","10.5%","5.4%","2.8%","2.4%"
"        Margin of Error","±1.3","","±4.7","±6.3","±2.3","±5.7","±0.7","±3.5","±1.4","±2.6","±3.1","±45.3","","±0.7","±9.5","±15.0","±4.9","**","±4.8","±16.6","±1.6","±1.1","±1.3","","±2.4","±0.9","±1.3","±3.6","±4.5","±1.7","","±9.8","±1.4","","±7.8","","±1.4","±10.3","±5.0","±1.4","±2.3"
"ZCTA5 78749","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","31,339","","1,302","1,488","2,302","3,550","6,217","6,248","2,527","2,863","3,611","1,231","","23,799","1,071","34","3,671","0","878","1,886","6,582","18,629","25,195","","12,007","13,188","4,324","1,047","626","2,651","","999","24,186","","1,240","","23,707","507","1,913","5,060","16,227"
"        Margin of Error","±1,996","","±356","±376","±512","±740","±793","±984","±554","±529","±643","±305","","±1,708","±333","±41","±611","±30","±511","±889","±1,145","±1,480","±1,751","","±1,067","±985","±418","±219","±209","±412","","±311","±1,729","","±353","","±1,804","±242","±418","±1,000","±1,283"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","72.9%","","32.6%","68.7%","95.1%","82.8%","84.2%","87.5%","91.7%","76.2%","27.0%","7.0%","","74.4%","66.9%","61.8%","64.5%","-","79.3%","70.7%","77.9%","73.7%","84.8%","","89.1%","80.8%","77.0%","68.2%","79.6%","79.9%","","53.0%","86.1%","","59.7%","","85.8%","76.1%","78.9%","84.1%","87.4%"
"        Margin of Error","±2.6","","±13.1","±9.9","±2.5","±9.5","±3.5","±5.0","±3.6","±8.0","±6.6","±5.0","","±3.4","±13.4","±57.8","±6.4","**","±16.0","±12.3","±4.4","±3.6","±2.0","","±2.9","±3.2","±5.2","±12.5","±12.3","±5.8","","±13.2","±2.0","","±12.6","","±2.2","±18.2","±8.4","±7.1","±2.6"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","69.2%","","28.6%","62.2%","89.4%","78.5%","81.3%","86.6%","90.5%","62.3%","25.9%","7.0%","","71.8%","66.9%","61.8%","62.8%","-","78.1%","46.2%","74.6%","71.2%","80.6%","","86.7%","75.0%","74.4%","68.2%","71.2%","77.7%","","40.6%","82.3%","","56.5%","","81.7%","76.1%","72.1%","80.1%","83.6%"
"        Margin of Error","±2.9","","±11.6","±10.4","±4.9","±10.0","±3.9","±5.0","±3.9","±10.5","±6.5","±5.0","","±3.4","±13.4","±57.8","±6.6","**","±15.8","±23.2","±4.5","±3.6","±2.8","","±3.0","±3.8","±5.4","±12.5","±14.8","±6.4","","±11.3","±3.0","","±13.2","","±3.1","±18.2","±8.7","±7.7","±2.9"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5.0%","","12.0%","9.4%","5.9%","5.2%","3.5%","1.1%","1.3%","18.2%","4.1%","0.0%","","3.4%","0.0%","0.0%","2.5%","-","1.4%","34.6%","4.3%","3.4%","4.9%","","2.6%","7.2%","3.3%","0.0%","10.4%","2.7%","","23.3%","4.5%","","5.4%","","4.7%","0.0%","8.5%","4.8%","4.4%"
"        Margin of Error","±2.0","","±10.6","±6.1","±4.7","±4.1","±2.9","±0.9","±2.0","±15.6","±4.0","±37.6","","±1.2","±6.1","±76.1","±2.5","**","±2.4","±22.5","±2.4","±1.2","±2.1","","±1.1","±4.0","±2.6","±6.1","±11.8","±2.9","","±14.7","±2.0","","±5.2","","±2.2","±11.0","±6.7","±3.4","±2.8"
"ZCTA5 78750","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","26,624","","1,189","1,265","2,411","3,070","5,839","4,432","2,190","1,601","3,032","1,595","","18,598","1,765","135","3,806","5","591","1,724","3,937","16,070","20,808","","10,333","10,475","3,928","734","769","2,425","","1,204","19,595","","1,275","","19,543","744","1,855","5,123","11,821"
"        Margin of Error","±1,538","","±263","±314","±488","±529","±899","±485","±574","±268","±363","±250","","±1,070","±690","±101","±781","±8","±317","±776","±733","±1,126","±1,463","","±898","±905","±487","±219","±297","±389","","±448","±1,298","","±387","","±1,419","±267","±406","±750","±1,118"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","73.5%","","30.3%","83.2%","94.4%","91.4%","90.9%","90.7%","80.8%","59.4%","31.0%","4.7%","","74.2%","72.4%","76.3%","65.6%","100.0%","64.5%","86.6%","77.6%","73.8%","87.4%","","93.1%","81.7%","79.9%","68.7%","79.5%","83.4%","","76.5%","88.1%","","63.0%","","87.7%","69.9%","81.1%","89.5%","89.0%"
"        Margin of Error","±2.1","","±10.2","±7.4","±3.4","±3.3","±2.9","±3.7","±13.8","±8.7","±6.4","±4.8","","±2.2","±15.7","±31.3","±7.1","±100.0","±13.2","±8.4","±5.9","±2.5","±1.9","","±1.8","±3.1","±4.4","±12.8","±9.9","±6.4","","±10.1","±2.0","","±10.7","","±2.0","±16.8","±7.4","±3.2","±3.0"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","69.3%","","19.8%","73.2%","90.1%","85.4%","89.3%","86.8%","69.6%","57.3%","30.0%","4.7%","","69.5%","68.0%","76.3%","63.9%","100.0%","62.1%","82.1%","73.6%","69.2%","82.8%","","88.2%","77.4%","77.7%","67.8%","79.5%","80.2%","","49.8%","84.8%","","56.4%","","83.4%","64.4%","72.4%","81.8%","87.0%"
"        Margin of Error","±2.3","","±8.5","±9.3","±5.3","±6.1","±3.1","±4.2","±14.6","±8.5","±6.3","±4.8","","±2.5","±14.9","±31.3","±7.0","±100.0","±12.1","±10.3","±6.1","±2.7","±2.4","","±2.6","±3.9","±4.7","±13.0","±9.9","±6.5","","±18.8","±2.2","","±11.0","","±2.5","±16.6","±9.2","±6.2","±3.1"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5.7%","","34.7%","12.0%","4.5%","6.5%","1.8%","4.4%","13.9%","3.5%","3.1%","0.0%","","6.4%","6.0%","0.0%","2.6%","0.0%","3.7%","5.2%","5.1%","6.3%","5.3%","","5.3%","5.3%","2.7%","1.2%","0.0%","3.9%","","34.9%","3.7%","","10.5%","","4.9%","7.9%","10.7%","8.6%","2.3%"
"        Margin of Error","±2.0","","±23.3","±6.9","±3.8","±5.7","±1.2","±2.7","±14.2","±3.2","±2.1","±40.3","","±2.7","±5.4","±33.7","±1.9","±100.0","±6.3","±5.2","±3.5","±3.1","±2.1","","±2.1","±3.7","±2.3","±1.7","±7.1","±3.5","","±25.7","±1.3","","±8.1","","±2.3","±10.2","±6.0","±7.6","±1.1"
"ZCTA5 78751","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","15,217","","303","2,437","4,712","2,350","2,269","1,385","499","400","627","235","","11,797","504","78","1,153","52","608","1,025","3,116","10,105","14,052","","7,490","6,562","602","220","34","348","","2,672","11,362","","953","","11,615","108","905","1,931","8,671"
"        Margin of Error","±1,312","","±109","±537","±818","±472","±463","±302","±170","±136","±160","±101","","±964","±222","±58","±442","±50","±370","±573","±784","±895","±1,285","","±871","±674","±151","±79","±29","±122","","±664","±1,059","","±396","","±1,248","±69","±308","±418","±1,070"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","82.4%","","38.3%","73.7%","87.6%","91.7%","94.1%","87.2%","84.6%","71.5%","41.6%","15.7%","","83.6%","76.4%","100.0%","64.4%","65.4%","77.3%","94.8%","83.5%","84.6%","86.3%","","87.8%","84.7%","76.1%","70.9%","100.0%","77.0%","","57.5%","93.3%","","76.7%","","89.0%","61.1%","79.4%","93.1%","89.4%"
"        Margin of Error","±3.2","","±20.0","±8.6","±6.8","±3.9","±3.5","±7.6","±8.7","±13.9","±14.1","±17.2","","±2.5","±16.0","±39.5","±20.4","±45.2","±17.1","±5.8","±6.3","±2.5","±3.3","","±4.9","±3.2","±12.8","±22.4","±59.8","±17.2","","±12.1","±1.7","","±13.0","","±3.5","±35.1","±11.8","±3.6","±4.2"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","78.7%","","33.7%","71.0%","83.8%","86.7%","89.6%","81.9%","84.6%","69.3%","40.0%","15.7%","","80.0%","71.8%","100.0%","64.4%","65.4%","73.2%","84.9%","79.2%","80.6%","82.4%","","83.2%","81.6%","74.9%","70.9%","100.0%","75.0%","","51.8%","89.8%","","66.2%","","84.8%","39.8%","65.6%","85.4%","87.3%"
